smiles,gap,mol_weight,exact_mass,dipole_moment,heat_formation,polarizability,subset
O=CNCc1ccco1,9.7,125.12528000000005,125.047678469,3.376,-194.5983,12.853959,QM9-overlap reference
COc1ccccc1,9.169,108.13782000000003,108.057514876,1.455,-71.4032,13.050763,QM9-overlap reference
CCCCC#N,12.963,83.13166000000004,83.073499293,4.058,14.6946,10.199267,QM9-overlap reference
Clc1ccccc1Cl,12.254,147.00195999999997,145.969005488,3.053,24.51395,14.381979,Psi4-recomputed reference
Cc1cccnc1N,8.791,108.14112000000004,108.068748266,2.553,83.3354,12.991211,QM9-overlap reference
C/C=C\CCCC(C)C,10.533,126.23922000000007,126.140850576,0.5760000000000001,-123.88533,17.099822,Psi4-recomputed reference
C1CCCC1,14.908,70.13290000000002,70.07825032,0.016,-83.58616,9.420658,QM9-overlap reference
CCCCCC(=O)CC,13.972,128.21204000000006,128.120115132,2.947,-330.05155,15.636114,QM9-overlap reference
OCC(F)(F)F,15.975,100.03982960000002,100.013599376,3.859,-867.32517,5.163029,QM9-overlap reference
CC(=O)C1CCCCC1,13.859,126.19616000000008,126.104465068,3.061,-291.54732,15.139653,QM9-overlap reference
CCCC(=O)NC1CC1,13.753,127.18422000000004,127.099714041,3.578,-181.6956,14.835886,QM9-overlap reference
CCC(=O)OC,14.951,88.10512000000004,88.052429496,1.747,-423.45051,8.984653999999999,QM9-overlap reference
COC(C)C,12.088,74.12160000000002,74.07316494,1.46,-251.782,8.785141,QM9-overlap reference
CCC(=O)OC1CC1,14.589,114.14240000000004,114.06807956,1.888,-324.82942,12.341371,QM9-overlap reference
Cc1ccccc1N,11.748,107.15306000000004,107.073499293,1.981,54.9739,13.697919,QM9-overlap reference
O=C1COC1,10.579,72.06266000000002,72.021129368,0.683,-202.858,6.642786,QM9-overlap reference
CC1=CC(=O)OCC1,13.175999999999998,112.12652000000004,112.052429496,6.241,-325.95523,12.092286,QM9-overlap reference
CCCCOCC=O,13.745,116.15828000000006,116.083729624,3.936,-356.71212,12.686224,QM9-overlap reference
CCOCC(C)C,11.956,102.17476000000008,102.104465068,1.296,-291.37019,12.472526,QM9-overlap reference
CCCC(=O)OC1CC1,11.332999999999998,128.16898000000003,128.083729624,1.969,-347.25911,14.172015,QM9-overlap reference
CCCCCC(=O)NC,14.165,129.20010000000005,129.115364105,3.619,-315.26792,15.088636,QM9-overlap reference
CCOCC,11.991,74.12160000000006,74.07316494,1.294,-246.27913,8.820563,QM9-overlap reference
CCC(=O)C=O,12.19,86.08924000000003,86.036779432,4.339,-284.54915,8.575043,QM9-overlap reference
CCC(=O)NC(C)(C)C,14.215,129.20010000000005,129.115364105,3.518,-336.78417,15.021058,QM9-overlap reference
CCCCCCCN[C@H]1CCC[C@@H]1CCCCCCC(=O)O,12.846,311.50258000000053,311.282429429001,0.973,-694.74728,37.120843,Psi4-recomputed reference
N#CCCNCCC#N,13.882,123.15576000000004,123.079647303,3.206,206.63991,13.557298,QM9-overlap reference
COCCOCCO,11.333,120.14698000000006,120.078644244,1.897,-538.23152,11.919884,QM9-overlap reference
COCCOCCOC,11.255999999999998,134.17355999999998,134.094294308,1.623,-521.30025,13.850676,QM9-overlap reference
CCCOC1(C)CC1,11.807,114.18546000000008,114.104465068,1.587,-182.71737,13.908486,QM9-overlap reference
CCCCCCC#N,15.649,111.18482000000007,111.104799421,4.088,-28.00169,13.87798,QM9-overlap reference
C[C@@H]1CC[C@H]1N[C@@H]1CC1(C)C,14.255,153.26455999999985,153.151749613,1.337,14.44115,19.442043,Psi4-recomputed reference
C[C@@H]1CCC(=N)S1,8.571,115.19666000000004,115.045570293,4.584,16.53913,13.227584,Psi4-recomputed reference
CN1C(=O)C=CC1=O,11.876,111.09870000000002,111.032028405,1.126,-212.58846,11.10426,QM9-overlap reference
N#CC(F)(F)F,16.925,95.0233096,94.998283665,0.5660000000000001,-495.26225,4.746073,QM9-overlap reference
CCCC(CC)CC,14.763,114.22852000000007,114.140850576,0.057,-191.40107,15.394489,QM9-overlap reference
O=C1CCC1,10.72,70.08984,70.041864812,2.922,-126.64431,7.835728,QM9-overlap reference
COC1CCCC1,12.038,100.15888000000008,100.088815004,1.377,-243.11252,11.914254,QM9-overlap reference
Cc1c(N)cccc1F,8.452,125.14352320000005,125.064077481,3.087,-143.15158,13.779884,QM9-overlap reference
CC#CC(C)C,11.551,82.14360000000005,82.07825032,0.236,106.5362,11.273403,QM9-overlap reference
CC(=O)C1=CCCC1,12.767,110.15370000000006,110.07316494,3.54,-158.996,13.224823,QM9-overlap reference
O=Cc1ccccc1O,11.587,122.12134000000002,122.036779432,3.144,-241.37274,13.329638,QM9-overlap reference
CCOC(=O)C1CCC1,11.445,128.16898000000003,128.083729624,1.929,-389.54567,14.01939,QM9-overlap reference
CCCCOC1CCC1,11.918,128.21204000000006,128.120115132,1.239,-235.98761,15.651646,QM9-overlap reference
Cc1ccc(=O)[nH]c1,11.48,110.13382,0.0,4.615,-121.71757,0.0,QM9-overlap reference
CCOCCC(C)(C)C,11.938,130.22792000000007,130.135765196,1.29,-336.25795,16.119684,QM9-overlap reference
C#CC1CCCCC1,11.865,108.18088000000006,108.093900384,1.043,130.48361,14.305444,QM9-overlap reference
CCOP(=O)(OCC)SCSP(=O)(OCC)OCC,7.983999999999999,352.34490200000033,352.03330368400066,4.34,-1633.81358,36.951478,Psi4-recomputed reference
CCN(C=O)CC,13.67,101.14694000000006,101.084063977,4.243,-239.45151,11.511083,QM9-overlap reference
CCOC(=O)N(C)C,10.044,117.14634000000004,117.078978597,3.016,-415.43937,12.186688,QM9-overlap reference
CCOC(=O)NC,10.585,103.11976000000004,103.063328533,2.433,-418.33651,10.268175,QM9-overlap reference
N#CCc1ccccc1,9.842,117.14788000000004,117.057849229,3.826,197.18339,14.379743,QM9-overlap reference
CC#CCC(C)C,11.818,96.17018000000006,96.093900384,0.116,83.75789,13.110065,QM9-overlap reference
N#CC1CCCC1,12.452,95.14236000000004,95.073499293,3.987,45.31545,11.481753,QM9-overlap reference
C[C@@H]1CC[C@@H]1NC1CC1,14.254,125.21140000000008,125.120449485,1.189,75.26582,15.803856,Psi4-recomputed reference
O=CNC1CCCCC1,10.989,127.18422000000008,127.099714041,3.929,-260.03499,14.609972,QM9-overlap reference
OCCCCCCCO,13.37,132.20074000000002,132.115029752,2.523,-505.0543,14.831257,QM9-overlap reference
CNC(=O)CCC(C)C,14.167000000000002,129.20010000000005,129.115364105,3.5460000000000003,-316.37417,15.065816,QM9-overlap reference
O=CCCCC=O,13.765,100.11582000000004,100.052429496,5.62,-319.20826,10.262086,QM9-overlap reference
CC(=O)C(C)C,13.941,86.13230000000006,86.07316494,3.102,-269.37968,10.122473,QM9-overlap reference
C#CCOC[C@H]1CO1,11.127,112.12652000000004,112.052429496,2.781,40.90655,12.047848,Psi4-recomputed reference
CC1=C(C)CCC1,9.992,96.17018000000006,96.093900384,0.14,-59.17564,12.976539,QM9-overlap reference
CCCNC(=O)CCC,14.114,129.20010000000005,129.115364105,3.746,-322.5707,15.120431,QM9-overlap reference
BrCI,12.067,220.83505,219.838460064,1.668,58.64379,10.794485,Psi4-recomputed reference
NC(=O)c1ccco1,9.164,111.09870000000002,111.032028405,3.846,-197.86872,11.019515,QM9-overlap reference
CCCCCCCC,14.606000000000002,114.22852000000007,114.140850576,0.003,-203.16337,15.465363,QM9-overlap reference
CCCC(=O)C1(C)CC1,13.785,126.19616000000006,126.104465068,3.153,-189.89135,15.206997,QM9-overlap reference
FC(F)(F)F,19.341,88.0043128,87.99361288,0.005,-903.47633,2.734437,QM9-overlap reference
C#CC1CCCC1,15.248,94.15430000000003,94.07825032,0.997,164.4598,12.375652,QM9-overlap reference
CCc1ccnn1C,9.928999999999998,110.15700000000004,110.08439833,3.643,142.5573,13.07448,QM9-overlap reference
NC(=O)CO,14.588,75.06660000000002,75.032028405,4.253,-387.64146,6.4232700000000005,QM9-overlap reference
COC=O,11.636,60.051959999999994,60.021129368,1.66,-351.32944,5.292462,QM9-overlap reference
CCCC,0.0,58.12219999999998,58.078250319999995,0.412,27.7089,7.813104,QM9-overlap reference
CC1CCCCC1,14.613,98.18606000000008,98.109550448,0.08,-141.78142,13.126345,QM9-overlap reference
C[C@H]1CC[C@@H]1[S@@](=O)CCC(C)(C)C,12.809,202.3567799999998,202.139136324,4.332,-254.29154,24.196189,Psi4-recomputed reference
CNC(=O)C1(C)CCC1,14.082,127.18422000000004,127.099714041,3.692,-217.28958,14.5315,QM9-overlap reference
C#Cc1ccccc1,8.862,102.13324,102.046950192,0.536,331.83604,13.828921,QM9-overlap reference
CCCC(=O)N1CC1,13.673000000000002,113.1576,113.08406398,2.969,-101.9498,12.77568,QM9-overlap reference
C=O,16.929,30.02598,30.010564684,0.753,-76.59991,2.286348,QM9-overlap reference
O=C(/C=C/c1ccc2c(c1)OCO2)/C=C/c1ccc2c(c1)OCO2,7.925,322.31146000000007,322.0841235480004,3.123,-344.89428,36.848912,Psi4-recomputed reference
c1ccccc1,9.76,78.11184000000003,78.046950192,0.0,96.05012,10.350401,QM9-overlap reference
CCC(=O)NC1CC1,13.759,113.15764000000006,113.084063977,3.514,-158.87978,12.990636,QM9-overlap reference
CCN1CC1,15.218,71.12096000000004,71.073499293,1.977,97.33332,8.94121,QM9-overlap reference
O=CCCCCC=O,10.815,114.14240000000004,114.06807956,0.064,-345.62082,12.0994,QM9-overlap reference
COc1cccnc1,8.814,109.12588000000004,109.052763849,2.008,-26.61019,12.34908,QM9-overlap reference
Cn1cccn1,9.991,82.10384000000003,82.053098202,2.922,186.61366,9.325839,QM9-overlap reference
O=CCC(F)(F)F,13.961,112.0505296,112.013599376,4.57,-829.68379,6.531932,QM9-overlap reference
CC(=O)NC(=O)CN,13.155,116.11852000000005,116.058577506,5.404,-378.28035,11.086756,QM9-overlap reference
CC,9.409,30.069040000000005,30.046950191999997,2.163,330.0927,4.22117,QM9-overlap reference
CCCC(=O)OC,14.951999999999998,102.13170000000004,102.06807956,1.836,-445.40485,10.831486,QM9-overlap reference
CCC#CCC(C)C,11.399,110.19676000000008,110.109550448,0.144,65.23785,14.986902,QM9-overlap reference
CCCCCNCC#N,13.638,126.19946000000007,126.115698458,4.867,39.10268,15.133885,QM9-overlap reference
C[C@@H]1C[C@@H]1[C@H]1OC1(C)C,15.547,126.19616000000003,126.104465068,1.735,-83.3546,15.272622,Psi4-recomputed reference
O=c1occo1,9.829,86.04618,86.000393924,3.813,-368.17236,6.964227,QM9-overlap reference
CCOC1(C)CCC1,11.962,114.18546000000008,114.104465068,1.395,-231.76433,13.780693,QM9-overlap reference
N#CC1CCCCC1,15.662,109.16894000000003,109.089149357,3.984,13.94799,13.350931,QM9-overlap reference
CCCCOCC(C)C,11.92,130.22792000000004,130.135765196,1.273,-333.84292,16.156021,QM9-overlap reference
CCCCCOCC,11.949,116.20134000000007,116.120115132,1.324,-309.86479,14.3408,QM9-overlap reference
CC[C@H]1O[C@@H]1[C@H]1C[C@@H]1C,15.467,126.19616000000006,126.104465068,1.804,-68.30606,15.309216,Psi4-recomputed reference
O=CC1CCCC1,13.734000000000002,98.14300000000004,98.07316494,3.228,-200.23386,11.475001,QM9-overlap reference
ON=C1CCCCC1,10.459,113.15764000000004,113.084063977,1.708,-111.07148,12.930518,QM9-overlap reference
NC(=O)c1ccncc1,9.766,122.12464,122.048012822,3.565,-41.53344,12.982924,QM9-overlap reference
CCCCC#CC(C)C,11.437,124.22334000000008,124.125200512,0.169,44.9767,16.869015,QM9-overlap reference
CCCC(=O)N(C)C,13.659,115.17352000000004,115.099714041,4.068,-270.19183,13.336251,QM9-overlap reference
CCCC/C=C/[C@@H]1C[C@@H]1C,10.124,138.24991999999995,138.140850576,0.547,-9.17506,18.77257,Psi4-recomputed reference
CNC(=S)NC,11.517,104.17402000000004,104.040819266,6.881,37.7462,11.260817,Psi4-recomputed reference
CCCCCC,14.707999999999998,86.17536000000007,86.109550448,0.004,-160.47194,11.79723,QM9-overlap reference
CCC(=O)C(C)(C)C,13.779,114.18546000000008,114.104465068,3.021,-310.53564,13.759946,QM9-overlap reference
COc1ccccc1N,8.455,123.15246000000003,123.068413913,1.829,-65.19595,14.451861,QM9-overlap reference
COC(=O)C(F)(F)F,14.494,128.0499296,128.008513996,2.948,-992.69185,7.378396,QM9-overlap reference
C1CCC2(CC1)CCC2,13.71,124.22334000000008,124.125200512,0.201,-85.92568,16.240296,QM9-overlap reference
CCCOC,12.02,74.1216,74.07316494,1.533,-239.04537,8.798432,QM9-overlap reference
C#CC1(C)CCC1,15.038,94.15430000000003,94.07825032,0.868,208.59653,12.431307,QM9-overlap reference
C,19.635,16.04246,16.031300127999998,0.001,-60.26632,0.0,QM9-overlap reference
CC1CC1,13.116,56.10632,56.062600256,0.315,23.1795,7.715227,QM9-overlap reference
C[C@@H]1CC[C@@H]1C(=O)C1CCCCC1,13.632,180.2865999999998,180.15141526,2.646,-270.05878,21.880902,Psi4-recomputed reference
O=C1COCCO1,14.132,102.08864000000004,102.031694052,3.789,-485.22638,9.205282,QM9-overlap reference
Cc1ccco1,12.761,82.10054000000004,82.041864812,0.9,-68.60876,9.466264,QM9-overlap reference
C[C@@H]1CC[C@H]1[C@@H]1O[C@H]1[C@@H]1CCC1(C)C,12.249,194.31317999999985,194.167065324,1.729,-120.1896,23.06726,Psi4-recomputed reference
CCCCCNC=O,13.848,115.17352000000004,115.099714041,3.511,-194.57404,12.906531,QM9-overlap reference
OCC1CCCCC1,13.336,114.18546000000008,114.104465068,1.726,-297.90484,13.717128,QM9-overlap reference
CCC1(CC)CC1,16.033,98.18606000000008,98.109550448,0.395,-38.95556,13.175436,QM9-overlap reference
CNCC(=O)OC,10.026,103.11976000000004,103.063328533,1.514,-371.16671,10.271835,QM9-overlap reference
CCOC=O,14.933,74.07854000000002,74.036779432,2.045,-383.40186,7.167981,QM9-overlap reference
C[C@@H]1CC[C@@H]1C(=S)C1CCCCC1,10.577,196.3521999999998,196.12857164,2.817,4.92669,24.283703,Psi4-recomputed reference
CCOC(=O)C(C)C,11.497,116.15828000000006,116.083729624,1.977,-478.62001,12.693146,QM9-overlap reference
CC(=O)c1cccnc1,12.404,121.13658000000004,121.052763849,0.793,-44.92329,13.628137,QM9-overlap reference
OCCCCO,12.933,90.12100000000004,90.06807956,0.017,-434.52503,9.326716,QM9-overlap reference
CCCCC[S@@](=O)[C@H]1CC1(C)C,12.764,188.3301999999998,188.12348626,4.084,-194.55547,22.568363,Psi4-recomputed reference
CC#N,16.993000000000002,41.05192,41.026549101,3.927,76.18758,4.656347,QM9-overlap reference
CCCCC(=O)C1CC1,13.785,126.19616000000006,126.104465068,2.726,-185.98925,15.232272,QM9-overlap reference
C1CCCCCCC1,14.681,112.21264000000004,112.125200512,0.018,-126.02768,14.934845,QM9-overlap reference
CC(=O)NC1(C)CCC1,14.103,127.18422000000008,127.099714041,3.634,-236.47027,14.521235,QM9-overlap reference
CCNC(=O)C1CC1,13.822,113.15764000000004,113.084063977,3.71,-155.2025,12.874293,QM9-overlap reference
CC(=O)OC(C)(C)C,14.866,116.15828000000003,116.083729624,2.03,-507.92116,12.612738,QM9-overlap reference
CC(=O)c1ccncc1,12.457999999999998,121.13658000000004,121.052763849,2.729,-38.38139,13.593916,QM9-overlap reference
CCC(=O)OC(=O)CC1CCCC1,14.222,184.23223999999985,184.109944372,3.991,-660.48469,19.716667,Psi4-recomputed reference
NC1=Cc2ccccc2[NH+]C1=S,6.741,176.2382199999999,176.040819266,3.939,220.31364,22.429947,Psi4-recomputed reference
OCC1CCC1,12.978,86.13230000000006,86.07316494,2.053,-200.74024,10.022714,QM9-overlap reference
CCNC(=O)C(C)C,14.144,115.17352000000004,115.099714041,3.467,-304.82784,13.268583,QM9-overlap reference
OCCc1ccccc1,12.791,122.16440000000006,122.07316494,1.64,-122.92473,14.7463,QM9-overlap reference
C=O,10.455,30.025980000000004,30.010564684,2.667,-106.87213,2.752683,QM9-overlap reference
OCc1ccccc1,9.732,108.13782,108.057514876,1.823,-93.46539,12.868768,QM9-overlap reference
OCC(CO)(CO)CO,12.529,136.14637999999994,136.073558864,4.788,-798.0489,12.230478,QM9-overlap reference
CCC#CCC(C)(C)C,11.39,124.22334000000008,124.125200512,0.126,38.92846,16.781996,QM9-overlap reference
COC1CCC(=O)CC1,10.812,128.16898000000006,128.083729624,3.727,-403.33509,14.031154,QM9-overlap reference
N#CC1=CCCC1,12.853,93.12648000000004,93.057849229,4.535,143.74432,11.51784,QM9-overlap reference
OC1CCCC1,13.44,86.13230000000004,86.07316494,1.787,-261.79461,10.003815,QM9-overlap reference
CCC#CC(=O)OCC,10.99,126.15310000000004,126.06807956,3.038,-196.52794,14.261852,QM9-overlap reference
C1CCCCC1,14.65,84.15948000000006,84.093900384,0.003,-100.46264,11.279532,QM9-overlap reference
Nc1cnccn1,11.685,95.10260000000002,95.048347175,2.354,173.78372,10.452512,QM9-overlap reference
C#N,0.0,27.02534,27.010899037,1.588,429.84913,2.625546,QM9-overlap reference
CCCCC(=O)NC,14.163,115.17352000000004,115.099714041,3.5789999999999997,-293.62208,13.252058,QM9-overlap reference
CCCCCCC[C@H]1[NH2+][C@@H]2CCCC[C@@H]2C(=O)[C@@H]1O,10.81,268.41490000000016,268.22765420500036,6.732,-312.92067,31.036935,Psi4-recomputed reference
Cc1ccn[nH]1,10.029,82.10384000000003,82.053098202,3.228,146.12298,9.285823,QM9-overlap reference
CC(=O)CO,13.997,74.07854000000003,74.036779432,3.492,-384.75714,7.065123,QM9-overlap reference
O,0.0,18.01528,18.010564684,1.391,30.36326,1.02389,QM9-overlap reference
O,15.865,18.01528,18.010564684,2.129,-241.83384,1.33256,QM9-overlap reference
O,0.0,18.01528,18.010564684,1.391,30.36328,1.024066,QM9-overlap reference
O,15.865,18.01528,18.010564684,2.129,-241.83384,1.332565,QM9-overlap reference
O,15.864,18.01528,18.010564684,2.129,-241.83384,1.425351,QM9-overlap reference
O,15.865,18.01528,18.010564684,2.129,-241.83384,1.33256,QM9-overlap reference
CC#CC,11.671,54.09043999999999,54.046950192,0.002,147.75841,7.548295,QM9-overlap reference
COCCO,12.028,76.09442000000004,76.052429496,2.553,-383.15276,7.544534,QM9-overlap reference
OCc1ccco1,12.766000000000002,98.09994000000005,98.036779432,2.05,-200.28321,10.077969,QM9-overlap reference
C=O,0.0,30.02598,30.010564684,1.863,-12.59872,2.448744,QM9-overlap reference
COc1ccncc1,12.552,109.12588000000004,109.052763849,3.392,-39.60319,12.257237,QM9-overlap reference
CCCCNC(=O)CC,14.123,129.20010000000005,129.115364105,3.761,-320.75754,15.12303,QM9-overlap reference
CCC1(C)CCC1,0.0,98.18606000000004,98.109550448,0.53,35.71632,12.810552,QM9-overlap reference
NC(=O)C1CCCC1,14.632,113.15764000000004,113.084063977,3.808,-264.49253,12.6165,QM9-overlap reference
CCOC(C)C,12.012,88.14818000000007,88.088815004,1.274,-281.16714,10.641047,QM9-overlap reference
COCCOC,11.511,90.12100000000004,90.06807956,0.001,-354.71361,9.462701,QM9-overlap reference
O=C(N1CC1)N1CC1,13.330000000000002,112.12982000000004,112.063662886,1.043,150.9267,11.84185,QM9-overlap reference
CC(=O)NCC(C)(C)C,14.079,129.20010000000005,129.115364105,4.108,-332.11253,15.06914,QM9-overlap reference
Cc1ccccc1C,7.405999999999999,106.16500000000003,106.07825032,0.664,377.89513,14.771227,QM9-overlap reference
O=C1CCCCN1,11.142,99.13106000000003,99.068413913,4.675,-234.61761,10.97385,QM9-overlap reference
CCCOC1CCC1,11.927,114.18546000000008,114.104465068,1.312,-215.25991,13.806917,QM9-overlap reference
C[N@@H+]1C[C@H](O)C(=O)C[C@@H]1C(=O)O,7.273,174.17447999999993,174.076632869,4.662,-569.47223,16.304028,Psi4-recomputed reference
CCCOC1CC1,11.529,100.15888000000008,100.088815004,1.595,-141.94504,12.114089,QM9-overlap reference
OCCCCCCO,13.337,118.17416000000009,118.099379688,2.328,-490.28931,12.979509,QM9-overlap reference
CCC#CC(C)(C)C,11.503,110.19676000000008,110.109550448,0.136,61.59245,14.974866,QM9-overlap reference
CCCCC(=O)C(C)C,13.831,128.21204000000006,128.120115132,2.775,-331.02306,15.611245,QM9-overlap reference
COCC1CC1,11.779,86.13230000000004,86.07316494,1.58,-113.42198,10.219523,QM9-overlap reference
O=C1NCCN1,14.291,86.09254000000003,86.048012822,4.98,-161.54996,8.441882,QM9-overlap reference
Nc1cnco1,12.128,84.07666000000002,84.032362758,3.869,3.73666,8.224951,QM9-overlap reference
Oc1ccccc1O,11.902,110.11064000000005,110.036779432,2.26,-269.19263,11.79877,QM9-overlap reference
O=C1CCCO1,14.874,86.08924000000003,86.036779432,4.806,-369.7711,8.504339,QM9-overlap reference
CCCOCCO,11.646,104.14758000000006,104.083729624,0.724,-422.87357,11.248793,QM9-overlap reference
O=C1OCCCO1,11.723,102.08864000000004,102.031694052,5.97,-513.01055,9.230198,QM9-overlap reference
C#CCCC#C,11.787,78.11184000000003,78.046950192,0.0,425.74222,10.417085,QM9-overlap reference
CC(=O)OC1CCCC1,11.65,128.16898000000006,128.083729624,2.256,-461.94003,13.980399,QM9-overlap reference
ON=C1CCCC1,13.796,99.13106000000003,99.068413913,1.664,-83.98694,11.030933,QM9-overlap reference
CSCC/C=N/NC(=O)c1ccncc1,7.701,223.29471999999976,223.077933051,3.137,104.04852,25.000539,Psi4-recomputed reference
CS[C@H]1C[C@@H]1C,11.708,102.19790000000005,102.05032132,1.836,33.33665,12.3733,Psi4-recomputed reference
CCc1ccccc1,9.712,106.16500000000003,106.07825032,0.6900000000000001,40.14656,14.125841,QM9-overlap reference
OC1CC1,15.607,58.07913999999999,58.041864812,1.529,-119.72706,6.471931,QM9-overlap reference
CC(=O)CC(=O)N(C)C,10.404,129.15704000000002,129.078978597,4.968,-398.52769,13.524024,QM9-overlap reference
OCCCO,16.312,76.09442000000004,76.052429496,0.026,-425.18283,7.494181,QM9-overlap reference
CC(=O)CCC(C)(C)C,14.055,128.2120400000001,128.120115132,3.136,-339.9779,15.579181,QM9-overlap reference
COCC=O,13.786,74.07854000000003,74.036779432,4.171,-285.12425,7.147901,QM9-overlap reference
CCCCCCCC#N,12.555,125.21140000000008,125.120449485,4.144,-49.39531,15.719579,QM9-overlap reference
CCCNC(=O)CC,14.12,115.17352000000008,115.099714041,3.702,-299.7884,13.278949,QM9-overlap reference
CN1C(=O)[C@H]2SS[C@@H]1C(=O)N2C,6.832000000000001,204.26991999999984,204.002719506,0.428,-245.5062,20.231374,Psi4-recomputed reference
CCCCC(=O)CCC,13.967,128.21204000000006,128.120115132,2.9530000000000003,-331.31,15.632099,QM9-overlap reference
Cc1ccccc1,9.443,92.13842000000004,92.062600256,0.647,55.21931,12.269916,QM9-overlap reference
CCCCC1CCCC1,14.582999999999998,126.23922000000007,126.140850576,0.085,-166.91996,16.702956,QM9-overlap reference
NC(=O)c1cnc[nH]1,9.293,111.10200000000005,111.043261795,0.924,-45.11134,10.825427,QM9-overlap reference
CCC#CCCC(C)C,11.730999999999998,124.22334000000008,124.125200512,0.203,46.08981,16.755831,QM9-overlap reference
CCc1c(C)c[nH]c1C,9.355,123.19552000000007,123.104799421,1.6920000000000002,-21.95177,15.65266,QM9-overlap reference
C#Cc1ccccc1C=O,8.864,130.14334,130.041864812,3.018,212.63143,16.044647,Psi4-recomputed reference
N#CC#CC#N,12.57,76.0562,76.00614801,0.0,529.71536,8.708902,QM9-overlap reference
O=C1NC(=O)C(=O)N1,9.832,114.05958,114.006541934,1.367,-442.47235,9.303224,Psi4-recomputed reference
CCN1CCCC1=O,13.666999999999998,113.15764000000006,113.084063977,4.181,-239.64366,12.812757,QM9-overlap reference
c1ncnnn1,12.477,82.06408,82.02794608399999,2.857,358.46749,7.370617,QM9-overlap reference
NC=O,14.616,45.04062,45.021463721,3.911,-184.50564,4.01904,QM9-overlap reference
CCOC(=O)CC#N,14.896,113.11458000000005,113.047678469,5.444,-279.1875,11.13895,QM9-overlap reference
CCC(CO)(CO)CO,12.353,134.17355999999998,134.094294308,4.429,-655.03604,13.483882,QM9-overlap reference
COC1=NCCN1,13.223,100.11912000000004,100.063662886,1.882,-69.06387,10.358354,QM9-overlap reference
CCOCC(F)(F)F,11.547999999999998,128.0929896,128.044899504,3.909,-884.13603,8.938103,QM9-overlap reference
CCCOCC(C)(C)C,11.911,130.22792000000007,130.135765196,1.251,-338.78463,16.108613,QM9-overlap reference
OCc1ncc[nH]1,12.957,98.10324000000004,98.048012822,3.253,-54.12746,9.894619,QM9-overlap reference
CCCCn1cnnc1,13.493,125.17164000000004,125.095297367,7.357,132.97651,14.148149,QM9-overlap reference
CCCCC(=O)NCC,14.117,129.20010000000005,129.115364105,3.744,-322.97244,15.116987,QM9-overlap reference
O=c1cccco1,8.664000000000001,97.092,0.0,4.11,-210.25239,0.0,QM9-overlap reference
COCCC(C)C,12.004,102.17476000000008,102.104465068,1.441,-282.333,12.455674,QM9-overlap reference
O=Cc1cnc[nH]1,12.322,96.08736000000002,96.032362758,5.301,26.02174,9.738361,QM9-overlap reference
CC1(C)C[C@H]1SC1CCC1,11.685,156.28833999999986,156.097271512,1.463,41.5985,19.253464,Psi4-recomputed reference
CCCCCCO,13.079,102.17476000000008,102.104465068,1.778,-318.77464,12.398249,QM9-overlap reference
O=Cc1ccc[nH]1,12.127,95.09930000000004,95.037113785,1.798,-20.54313,10.490147,QM9-overlap reference
CCCC=O,13.866,72.10571999999998,72.057514876,2.836,-207.32233,8.271107,QM9-overlap reference
CCCCCCC(C)C,14.805,128.25510000000008,128.15650064,0.069,-225.77673,17.275986,QM9-overlap reference
COC1CC1,11.599,72.10572000000005,72.057514876,1.608,-90.78862,8.403067,QM9-overlap reference
CNC(=O)CC(=O)NC,10.737,130.1451,130.07422757,0.943,-411.5702,12.866927,QM9-overlap reference
COCC(C)C,12.013000000000002,88.14818000000007,88.088815004,1.47,-262.0131,10.615044,QM9-overlap reference
